School_Year,LEA_Name,School_Name,LEA_Code,School_Code,LEA_ID_NCES,School_Type_State,School_Type_NCES,Web_Site,Charter_Status,SY_Start_School_Opp_Status,School_Address_Mailing_2,School_City,ZIP_Code_Mailing,School_Address_Location_1,School_Address_Location_2,School_ZIP_Code_Location,PreK_3,Prek_4,Preschool,Kindergarten,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Ungraded,No_Grade,Grade_Adult,F53,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE,latitude,longitude,ward,census_tract
2012-2013,District of Columbia Public Schools,"Incarcerated Youth Program, Correctional",1,480,1100030,Alternative Education School,Alternative Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1901 D Street SE,NULL,20003,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,NULL,1901 D STREET SE,402049.46,135066.23,38.88343091,-76.97637892,Ward 7,6804,20003,295133,,100,DC Address,,38.88343091,-76.97637892,Ward 7,6804
2012-2013,District of Columbia Public Schools,Prospect LC,1,486,1100030,Special Education School,Special Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,920 F St  NE,NULL,20002,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,920 F STREET NE,400591.35,136634.98,38.89756498,-76.99318304,Ward 6,8402,20002,289072,,100,DC Address,,38.89756498,-76.99318304,Ward 6,8402
2012-2013,DYRS,Maya Angelou Academy at New Beginnings (formerly Oak Hill),4002,860,1100087,Vocational Shared Time/Other/alternative school,Other/alternative school,www.dyrs.dc.gov,No,Open,NULL,Laurel,20724,3201 Oak Hill Drive,NULL,20724,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,NULL,,,,,,,,,,Quad: MissingStreet Name: Not Valid,,,,39.10862,-76.78012,,
2012-2013,District of Columbia Public Schools,Youth Services Center,1,861,1100030,Alternative Education School,Alternative Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1000 Mt  Olivet Rd  NE,NULL,20003,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,NULL,1000 MOUNT OLIVET ROAD NE,400989.94,138252.92,38.91213959,-76.98858584,Ward 5,8803,20002,290013,,100,DC Address,,38.91213959,-76.98858584,Ward 5,8803
2012-2013,District of Columbia Public Schools,Luke Moore Alternative HS,1,884,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20017,1001 Monroe St  NE,NULL,20017,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,NULL,1001 MONROE STREET NE,400666.21,140488.24,38.93227638,-76.99231633,Ward 5,9301,20017,294504,,100,DC Address,,38.93227638,-76.99231633,Ward 5,9301
2012-2013,District of Columbia Public Schools,CHOICE Academy MS/SHS,1,947,1100030,Alternative Education School,Alternative Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1401 Brentwood Pkwy,NULL,20002,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,NULL,,,,,,,,,,Quad: Missing,85,DC Address,,38.90957,-76.99562,Ward 5,
2012-2013,KIPP DC PCS,KIPP DC LEAD Academy,129,190,1100031,Regular school,Regular School,www.kippdc.org,Yes,New,NULL,Washington,20001,421 P St NW,NULL,20001,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,421 P STREET NW,398428.65,138002.89,38.90988639,-77.01811734,Ward 6,4801,20001,294487,,100,DC Address,,38.90988639,-77.01811734,Ward 6,4801
2012-2013,Maya Angelou PCS,Maya Angelou Young Adult Learning Center,133,137,1100014,Adult Education,Other/alternative school,www.seeforever.org,No,New,NULL,Washington,20019,5600 E Capitol St NE,NULL,20019,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,NULL,5600 EAST CAPITOL STREET NE,406885.34,135830.53,38.89029144,-76.92063526,Ward 7,7808,20019,289793,,100,DC Address,,38.89029144,-76.92063526,Ward 7,7808
2012-2013,Cesar Chavez PCS,Cesar Chavez PCS Parkside Upper,109,109,1100005,Regular School,Regular School,www.chavezschools.org,Yes,New,NULL,Washington,20019,3701 Haynes St  NE,NULL,20019,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,NULL,,,,,,,,,,Street Name: Not Valid,98.44,DC Address,,38.9018,-76.9495,Ward 7,
2012-2013,Capital City PCS,Capital City Middle School,108,182,NULL,Regular school,Regular School,www.ccpcs.org,Yes,New,NULL,Washington,20011,100 Peabody St NW,NULL,20011,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,100 PEABODY STREET NW,398884.8,143806.18,38.96216486,-77.01286745,Ward 4,1902,20011,277545,,100,DC Address,,38.96216486,-77.01286745,Ward 4,1902
2012-2013,Ingenuity Preparatory PCS,Ingenuity Preparatory,173,200,1100090,Regular school,Regular School,http://www.ingenuityprep.org/,Yes,Future School,NULL,Washington,20032,"3333 14th Street, NW",Suite 210,20010,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,3333 14TH STREET NW,397187.18,140338.09,38.93091953,-77.03244079,Ward 1,2900,20010,299650,,100,DC Address,,38.93091953,-77.03244079,Ward 1,2900
2012-2013,Sela PCS,Sela PCS,174,197,1100088,Regular school,Regular School,http://www.selapcs.org,Yes,Future School,NULL,Washington,20010,"3333 14th Street, NW",Suite 210,20010,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,3333 14TH STREET NW,397187.18,140338.09,38.93091953,-77.03244079,Ward 1,2900,20010,299650,,100,DC Address,,38.93091953,-77.03244079,Ward 1,2900
2012-2013,Somerset PCS,Somerset PCS,175,187,1100089,Regular school,Regular School,dcpublic@dcpcsb.org,Yes,Future School,Suite 210,Washington,20010,"3333 14th Street, NW",Suite 210,20010,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,3333 14TH STREET NW,397187.18,140338.09,38.93091953,-77.03244079,Ward 1,2900,20010,299650,,100,DC Address,,38.93091953,-77.03244079,Ward 1,2900
2012-2013,District of Columbia Public Schools,Early S.T.A.G.E.S. at Walker Jones EC,1,6000,NULL,Program-Non Reportable,Program-Non Reportable,http://www.earlystagesdc.org/,No,Open,NULL,Washington,20001,"1125 New Jersey Avenue, NW",NULL,20001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1125 NEW JERSEY AVENUE NW,398792.97,137370.7,38.90419198,-77.01391569,Ward 6,4701,20001,307735,,100,DC Address,,38.90419198,-77.01391569,Ward 6,4701
2012-2013,District of Columbia Public Schools,Private/Religious School Enrollment (PRO),1,7000,NULL,Program-Non Reportable,Program-Non Reportable,http://www.dcps.dc.gov,NULL,Open,NULL,Washington,20002,1200 First St NE,NULL,20002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200 1ST STREET NE,399448.73,137581.05,38.90608754,-77.00635569,Ward 6,10600,20002,302635,,100,DC Address,,38.90608754,-77.00635569,Ward 6,10600
2012-2013,District of Columbia Public Schools,School Within School at Logan Annex,1,175,1100030,Program-Non Reportable,Program-Non Reportable,http://www.dcps.dc.gov,No,Open,NULL,Washington,20002,215 G St NE,NULL,20002,NULL,Y,NULL,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,215 G STREET NE,399777.37,136742.12,38.89853031,-77.00256647,Ward 6,8301,20002,286687,,100,DC Address,,38.89853031,-77.00256647,Ward 6,8301
2012-2013,District of Columbia Public Schools,Pre-Engineering SWSC at Dunbar,1,940,1100030,Program-Non Reportable,Program-Non Reportable,http://www.dcps.dc.gov,No,Open,NULL,Washington,20001,1301 NEW JERSEY AVE NW,NULL,20001,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,NULL,1301 NEW JERSEY AVENUE NW,398725.55,137851.55,38.90852355,-77.01469386,Ward 5,4600,20001,279021,,100,DC Address,,38.90852355,-77.01469386,Ward 5,4600
2012-2013,District of Columbia Public Schools,LaShawn - DCPS Non Public,1,948,1100030,NULL,Other/alternative school,http://www.dcps.dc.gov,No,Open,NULL,Washington,20002,825 N. Capitol St NE,NULL,20002,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,NULL,825 NORTH CAPITOL STREET NE,399267.37,137018.38,38.90101868,-77.00844602,Ward 6,10600,20002,289003,,100,DC Address,,38.90101868,-77.00844602,Ward 6,10600
2012-2013,District of Columbia Public Schools,Oyster Adams  Bilingual School (Adams),1,201,1100030,Regular school,Regular School,http://www.dcps.dc.gov,No,Open,NULL,Washington,20008,2020 19th St. NW,NULL,20008,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,2020 19TH STREET NW,396151.48,138827.7,38.91730954,-77.04437725,Ward 1,4002,20009,294534,,100,DC Address,,38.91730954,-77.04437725,Ward 1,4002
2012-2013,District of Columbia Public Schools,Child & Family Services- Regular Ed,1,958,1100030,NULL,Regular School,http://www.dcps.dc.gov,No,Open,NULL,Washington,20002,1200 First Street NE,NULL,20002,NULL,Y,NULL,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,NULL,1200 1ST STREET NE,399448.73,137581.05,38.90608754,-77.00635569,Ward 6,10600,20002,302635,,100,DC Address,,38.90608754,-77.00635569,Ward 6,10600
2012-2013,KIPP DC PCS,KIPP DC Connect Academy,129,209,1100031,Regular school,Regular School,www.kippdc.org,Yes,Future School,NULL,Washington,20002,1375 Mt Olivet Road NEA,NULL,20002,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,,,,,,,,,,Quad: Missing,85,DC Address,,38.90738,-76.98131,Ward 5,
2012-2013,KIPP DC PCS,KIPP DC Spring Academy,129,214,1100031,Regular school,Regular School,www.kippdc.org,Yes,Future School,NULL,Washington,20002,1375 Mt Olivet Road NEA,NULL,20002,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,,,,,,,,,,Quad: Missing,85,DC Address,,38.90738,-76.98131,Ward 5,
2012-2013,Community College Preparatory Academy PCS,Community College Preparatory Academy PCS,176,216,1100092,Regular School,Regular School,www.ccprepacademy.com,Yes,Future School,NULL,Washington,20032,2495 Martin Luther King Jr. Ave SE,NULL,20032,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,NULL,,,,,,,,,,.dc.gov/mar/submit_info.aspx?addressid=2495&addsuf=&stnm=MARTIN LUTHER KING JR&sttype=AVENUE&stquad=SE&Flag=YSubmission URL: http://dcatlas.dcgis.dc.gov/mar/submit_info.aspx?addressid=2495&addsuf=&stnm=MARTIN LUTHER KING JR&sttype=AVENUE&stquad=SE&Flag=Y,82,DC Address,,38.86158,-76.99352,Ward 8,0
