"Comments","School.Year","NCES_KEY","EID","LEA.Name","SchoolName","LEA_ID..State.","SChool_ID.State.","LEA.ID..NCES.","School.ID..NCES.","Longitundal.LEA","Longitudinal.School","Adjusted.School.ID","School.Type..State.","School.Type..NCSE.","Web.Site","Telephone.Number","Charter.Status","SY_Start_School_Opp_Status","Updated_School_Opp_Status","Updated_Opp_Status_Effective_Date","School.Address.Mailing","School.Address.Mailing.2","School.City.Mailing..ID.8.N029.","ZIP.Code.Mailing","School.ZIP.Code.Location","School.Address.Location.1","School.Address.Location.2","School.ZIP.Code.Plus.4.Mailing","School.City.Location","State.Abbreviation.Location","School.ZIP.Code.Plus.4.Location","PreK.3","Prek.4","Preschool","Kindergarten","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","Ungraded","No.Grade","Grade.Adult","lon","lat"
"","2011-2012",110003100381,"d73188e0","KIPP DC PCS","KIPP DC AIM PCS Academy PCS",129,116,1100031,381,129,116,116,"Regular school","Regular school","www.kippdc.org","202-678-5477","Yes","Open","Open","27-Jan-12","421 Alabama Av SE","","Washington","20032","20032","421 Alabama Av SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.999893,38.842729
"","2011-2012",110003100421,"24ff80a0","KIPP DC PCS","KIPP DC College Prep PCS",129,1123,1100031,421,129,1123,1123,"Regular school","Regular school","www.kippdc.org","202-678-2527","Yes","Open","Open","27-Jan-12","2600 Douglass Rd SE","","Washington","20020","20020","2600 Douglass Rd SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.9906094,38.856572
"","2011-2012",110003100427,"e6a5fe97","KIPP DC PCS","KIPP DC Discover PCS",129,1122,1100031,427,129,1122,1122,"Regular school","Regular school","www.kippdc.org","202-678-7735","Yes","Open","Open","27-Jan-12","2600 Douglass Rd SE","","Washington","20020","20020","2600 Douglass Rd SE","",NA,"Washington","DC",NA,"N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.9906094,38.856572
"","2011-2012",110003100432,"8f3dc826","KIPP DC PCS","KIPP DC GROW Academy PCS",129,1129,1100031,432,129,1129,1129,"Regular school","Regular school","www.kippdc.org","202-986-4769","Yes","Open","Open","27-Jan-12","421 P Street NW","","Washington","20001","20001","421 P Street NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-77.018634,38.910145
"","2011-2012",110003100452,"d246dcbc","KIPP DC PCS","KIPP DC Heights Academy PCS",129,3071,1100031,452,129,3071,3071,"Regular school","Regular school","www.kippdc.org","202-610-5323","Yes","New","New","27-Jan-12","2601 Douglass Road SE","","Washington","20021","20021","2601 Douglass Road SE","",NA,"Washington","DC",NA,"N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.9876427,38.8573304
"","2011-2012",110003100246,"9f6b9de7","KIPP DC PCS","KIPP DC KEY Academy PCS",129,189,1100031,246,129,189,189,"Regular school","Regular school","www.kippdc.org","202-582-5477","Yes","Open","Open","27-Jan-12","4801 Benning Road SE","","Washington","20019","20019","4801 Benning Road SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.9343364,38.8828565
"","2011-2012",110003100375,"8682f33e","KIPP DC PCS","KIPP DC LEAP Academy PCS",129,132,1100031,375,129,132,132,"Regular school","Regular school","www.kippdc.org","202-582-5327","Yes","Open","Open","27-Jan-12","1720 Minnesota Ave  SE","","Washington","20020","20020","1720 Minnesota Ave  SE","",NA,"Washington","DC",NA,"N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.9797456,38.8689907
"","2011-2012",110003100419,"90a7aa47","KIPP DC PCS","KIPP DC Promise PCS",129,1121,1100031,419,129,1121,1121,"Regular school","Regular school","www.kippdc.org","202-610-7766","Yes","Open","Open","27-Jan-12","4801 Benning Road SE","","Washington","20019","20019","4801 Benning Road SE","",NA,"Washinton","DC",NA,"N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",-76.9343364,38.8828565
"","2011-2012",110003100376,"5ef3532c","KIPP DC PCS","KIPP DC WILL Academy PCS",129,121,1100031,376,129,121,121,"Regular school","Regular school","www.kippdc.org","202-328-9455","Yes","Open","Open","27-Jan-12","421 P St  NW","","Washington","20001","20001","421 P Street NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.018634,38.910145
"","2011-2012",110003000143,"cc1f8667","District of Columbia Public Schools","Kramer MS",1,417,1100030,143,1,417,417,"Regular school","Regular school","www.dcps.dc.gov","202-939-3150","No","Open","Open","27-Jan-12","1700 Q St  SE","","Washington","20020","20020","1700 Q St  SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-76.9798689,38.871631
"","2011-2012",110003000045,"7ee9d708","District of Columbia Public Schools","Lafayette ES",1,261,1100030,45,1,261,261,"Regular school","Regular school","www.dcps.dc.gov","202-282-0116","No","Open","Open","27-Jan-12","5701 Broad Branch Rd  NW","","Washington","20015","20015","5701 Broad Branch Rd  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0683622,38.9665247
"","2011-2012",110003000044,"11eb97b2","District of Columbia Public Schools","Langdon ES",1,262,1100030,44,1,262,262,"Regular school","Regular school","www.dcps.dc.gov","202-576-6048","No","Open","Open","27-Jan-12","1900 Evarts St  NE","","Washington","20018","20018","1900 Evarts St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.9762992,38.9246881
"Emery and Shad combined to create Langley. Need to figure how to account for this in the longitudinal columns.","2011-2012",110003000445,"b80257a9","District of Columbia Public Schools","Langley EC",1,370,1100030,445,1,370,370,"Regular school","Regular school","www.dcps.dc.gov","202-576-6034","No","New","New","27-Jan-12","1720 1st St. NE","","Washington","20002","20002","1720 1st St. NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0064961,38.9131925
"LaSalle Received Backus in 0809 to make LaSalle Backus; kept LaSalle's number","2011-2012",110003000042,"ab751617","District of Columbia Public Schools","LaSalle Backus EC",1,264,1100030,42,1,264,264,"Regular school","Regular school","www.dcps.dc.gov","202-671-6340","No","Open","Open","27-Jan-12","501 Riggs Road NE","","Washington","20011","20011","501 Riggs Road NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N",-77.00002,38.959859
"","2011-2012",110003200247,"4851b46f","Latin America Montessori Bilingual (LAMB) PCS","Latin America Youth Bilingual Montessori PCS",130,193,1100032,247,130,193,193,"Regular school","Regular school","www.layc-dc.org","202-726-6200","Yes","Open","Open","27-Jan-12","1375 Missouri Avenue NW","","Washington","20011","20011","1375 Missouri Av NW","",NA,"Washington","DC",NA,"N","N","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.032178,38.9622734
"","2011-2012",110005900309,"23f572d8","Latin America Youth Center Youth Build (LAYC) PCS","LAYC Youth Build PCS",131,128,1100059,309,131,128,128,"Regular school","Regular school","www.layc-dc.org","202-319-0141","Yes","Open","Open","27-Jan-12","3014 14th Street NW","","Washington","20009","20009","3014 14th Street NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y",-77.0327234,38.9277735
"","2011-2012",110003000041,"ebddcbbd","District of Columbia Public Schools","Leckie ES",1,266,1100030,41,1,266,266,"Regular school","Regular school","www.dcps.dc.gov","202-645-3330","No","Open","Open","27-Jan-12","4201 M L  King Ave  SW","","Washington","20032","20032","4201 M L  King Ave  SW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N",-77.0126037,38.8286432
"","2011-2012",110003000037,"ec8a2029","District of Columbia Public Schools","Ludlow Taylor ES",1,271,1100030,37,1,271,271,"Regular school","Regular school","www.dcps.dc.gov","202-698-3244","No","Open","Open","27-Jan-12","659 G St  NE","","Washington","20002","20002","659 G St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N",-76.9962598,38.898812
"","2011-2012",110003000198,"9e2f6dfa","District of Columbia Public Schools","Luke C  Moore HS",1,884,1100030,198,1,884,884,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-281-3600","No","Open","Open","27-Jan-12","1001 Monroe St NE","","Washington","20017","20017","1001 Monroe St  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.9923249,38.9323694
"McGogney and Terrell consolidated at Terrell in 0708 (UI says 0607, but our reported data show 0708) and kept Terrell's number (353).","2011-2012",110003000010,"311d144d","District of Columbia Public Schools","M C Terrell ES",1,353,1100030,10,1,353,353,"Special Education school","Special Education school","www.dcps.dc.gov","202-645-3740","No","Open","Open","27-Jan-12","3301 Wheeler Rd SE","","Washington","20032","20032","3301 Wheeler Rd SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","Y","N","N",-76.9939902,38.8422721
"","2011-2012",110003000141,"31cd20e8","District of Columbia Public Schools","MacFarland MS Lincoln Hill Cluster",1,420,1100030,141,1,420,420,"Regular school","Regular school","www.dcps.dc.gov","202-576-6207","No","Open","Open","27-Jan-12","4400 Iowa Ave  NW","","Washington","20011","20011","4400 Iowa Ave  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0273425,38.9439462
"","2011-2012",110003000036,"cf907172","District of Columbia Public Schools","Malcolm X ES",1,308,1100030,36,1,308,308,"Regular school","Regular school","www.dcps.dc.gov","202-645-3409","No","Open","Open","27-Jan-12","1351 Alabama Ave SE","","Washington","20032","20032","1351 Alabama Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9864125,38.8450353
"","2011-2012",110003000090,"1454b41e","District of Columbia Public Schools","Mamie D  Lee School",1,265,1100030,90,1,265,265,"Special Education school","Special Education school","www.dcps.dc.gov","202-576-6090","No","Open","Open","27-Jan-12","100 Gallatin St  NE","","Washington","20011","20011","100 Gallatin St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N",-77.0078161,38.9523954
"","2011-2012",110003000035,"fb4889f1","District of Columbia Public Schools","Mann ES",1,273,1100030,35,1,273,273,"Regular school","Regular school","www.dcps.dc.gov","202-282-0126","No","Open","Open","27-Jan-12","4430 Newark St NW","","Washington","20016","20016","4430 Newark St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.087418,38.934026
"","2011-2012",110003000032,"a6fb48fb","District of Columbia Public Schools","Marie Reed ES",1,284,1100030,32,1,284,284,"Regular school","Regular school","www.dcps.dc.gov","202-673-7308","No","Open","Open","27-Jan-12","2200 Champlain St  NW","","Washington","20009","20009","2200 Champlain St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.040898,38.91845
"","2011-2012",110003000188,"f65a1d38","District of Columbia Public Schools","Marshall ES",1,351,1100030,188,1,351,351,"Regular school","Regular school","www.dcps.dc.gov","202-576-6900","No","Open","Open","27-Jan-12","3100 Fort Lincoln Dr NE","","Washington","20018","20018","3100 Fort Lincoln Dr  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9591954,38.9238845
"","2011-2012",110003000102,"2c0c470b","District of Columbia Public Schools","Martin Luther King ES",1,344,1100030,102,1,344,344,"Regular school","Regular school","www.dcps.dc.gov","202-939-4900","No","Open","Open","27-Jan-12","3200 6th St  SE","","Washington","20032","20032","3200 6th St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N",-76.9986013,38.8430054
"Not clear what evolution of Bethune has been.  This reflects what is currently in the NCES system.","2011-2012",110004400275,"9003c612","Mary McLeod Bethune  PCS","Mary McLeod Bethune Day Academy PCS Slowe Campus",132,135,1100044,275,132,135,135,"Regular school","Regular school","www.mmbethunepcs.org","202-459-4710","Yes","Open","Open","27-Jan-12","5413 16th Street NW","","Washington","20011","20011","5413 16th Street NW","",NA,"Washington","DC",NA,"N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0363347,38.9560542
"","2011-2012",110003000034,"d95275c1","District of Columbia Public Schools","Maury ES",1,274,1100030,34,1,274,274,"Regular school","Regular school","www.dcps.dc.gov","202-698-3838","No","Open","Open","27-Jan-12","1250 Constitution Ave NE","","Washington","20002","20002","1250 Constitution Ave  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9884854,38.8921102
"","2011-2012",110008700213,"db5db3cd","DYRS","Maya Angelou Academy at New Beginnings (formerly Oak Hill)",4002,860,1100087,213,4002,860,860,"Vocational Shared Time/Other/alternative school","Other/alternative school","www.dyrs.dc.gov","202-299-3227","No","Open","Open","27-Jan-12","3201 Oak Hill Drive","","Laurel","20724","20724","3201 Oak Hill Drive","",NA,"Laurel","MD",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-77.178265,38.8385837
"","2011-2012",110001400391,"7fd7063e","Maya Angelou PCS","Maya Angelou Evans Campus PCS",133,101,1100014,391,133,101,101,"Regular school","Regular school","www.seeforever.org","202-232-2885","Yes","Open","Open","27-Jan-12","5600 East Capitol Street NE","","Washington","20019","20019","5600 East Capitol Street NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","Y",-76.9206904,38.8898299
"","2011-2012",110001400392,"fb944dc5","Maya Angelou PCS","Maya Angelou Middle Campus PCS",133,133,1100014,392,133,133,133,"Regular school","Regular school","www.seeforever.org","202-232-2885","Yes","Open","Open","27-Jan-12","5600 East Capitol Street NE","","Washington","20019","20019","5600 East Capitol Street NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-76.9206904,38.8898299
"","2011-2012",110008700458,"1d053a0d","DYRS","Maya Angelou Transition Center",4002,120,1100087,458,4002,120,120,"","Other/alternative school","http://seeforever.org/the-schools/maya-angelou-transition-center","202-289-8898","No","New","New","","450 H Street, NW","","Washington","20001","20001","450 H Street, NW","",NA,"Washington","DC",NA,"","","","","","","","","","","","","","","","","","","",-77.0182612,38.8996876
"","2011-2012",110003000267,"1f901ef1","District of Columbia Public Schools","McKinley Technology HS",1,458,1100030,267,1,458,458,"Magnet School","Regular school","www.dcps.dc.gov","202-281-3950","No","Open","Open","27-Jan-12","151 T St NE","","Washington","20002","20002","151 T St  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-77.0052726,38.9155038
"","2011-2012",110001500229,"290c449a","Meridian PCS","Meridian PCS",135,165,1100015,229,135,165,165,"Regular school","Regular school","https://mpcs.learningstation.com/school","202-387-9830","Yes","Open","Open","27-Jan-12","1328 Forida Avenue NW","","Washington","20009","20009","1328 Forida Avenue NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0307884,38.9201842
"","2011-2012",110003000004,"5ed4ec75","District of Columbia Public Schools","Miner ES",1,280,1100030,4,1,280,280,"Regular school","Regular school","www.dcps.dc.gov","202-397-3960","No","Open","Open","27-Jan-12","601 15th St  NE","","Washington","20002","20002","601 15th St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9836495,38.8975779
"","2011-2012",110003000003,"e6076e78","District of Columbia Public Schools","Montgomery ES",1,282,1100030,3,1,282,282,"Regular school","Regular school","www.dcps.dc.gov","","No","Closed","Closed","40935","421 P St  NW","","Washington","20001","20001","421 P St  NW","",NA,"Washington","DC",NA,"N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.018634,38.910145
"","2011-2012",110003000002,"8700bf4d","District of Columbia Public Schools","Moten ES at Wilkinson",1,285,1100030,2,1,285,285,"Regular school","Regular school","www.dcps.dc.gov","202-698-1111","No","Open","Open","27-Jan-12","2330 Pomeroy Rd  SE","","Washington","20020","20020","2330 Pomeroy Rd SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9856545,38.8568386
"","2011-2012",110008600444,"6160115f","Mundo Verde Bilingual PCS","Mundo Verde Bilingual PCS",171,3065,1100086,444,171,3065,171,"Regular school","Regular school","www.mundoverdepcs.org","202-630-8373","Yes","New","Open","27-Jan-12","2001 S Street NW","","Washington","20007","20007","2001 S Street NW","",NA,"Washington","DC",NA,"N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-77.0452019,38.9143011
"","2011-2012",110003000001,"910bdf47","District of Columbia Public Schools","Murch ES",1,287,1100030,1,1,287,287,"Regular school","Regular school","www.dcps.dc.gov","202-282-0130","No","Open","Open","27-Jan-12","4810 36th St  NW","","Washington","20008","20008","4810 36th St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0699691,38.9528961
"","2011-2012",110003000163,"de958494","District of Columbia Public Schools","Nalle ES",1,288,1100030,163,1,288,288,"Regular school","Regular school","www.dcps.dc.gov","202-671-6280","No","Open","Open","27-Jan-12","219 50th St  SE","","Washington","20019","20019","219 50th St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9304333,38.8864025
"","2011-2012",110007900424,"fac21b90","National Collegiate Preparatory PCS","National Collegiate Prep PCS",163,1120,1100079,424,163,1120,1120,"Regular school","Regular school","www.nationalprep-pchs.org","202-832-7737","Yes","Open","Open","27-Jan-12","908 Wahler Place SE","","Washington","20032","20032","908 Wahler Place SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N",-76.9925319,38.8338562
"","2011-2012",110003000164,"ae832249","District of Columbia Public Schools","Noyes EC",1,290,1100030,164,1,290,290,"Regular school","Regular school","www.dcps.dc.gov","202-281-2580","No","Open","Open","27-Jan-12","2725 10th St  NE","","Washington","20018","20018","2725 10th St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.992308,38.9253035
"","2011-2012",110001800232,"4df1dbf5","Options PCS","Options PCS",137,169,1100018,232,137,169,169,"Regular school","Regular school","www.optionsschool.org","(202) 547-1028","Yes","Open","Open","27-Jan-12","1375 E Street NE","","Washington","20002","20002","1375 E Street NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","N","N",-76.9857228,38.8959673
"","2011-2012",110003000161,"5f27168d","District of Columbia Public Schools","Orr ES",1,291,1100030,161,1,291,291,"Regular school","Regular school","www.dcps.dc.gov","202-671-6240","No","Open","Open","27-Jan-12","2200 Minnesota Ave  SE","","Washington","20020","20020","2200 Minnesota Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9741298,38.8718627
"Oyster Adams merged and took Oyster's ID (292)","2011-2012",110003000160,"da056b99","District of Columbia Public Schools","Oyster ES Adams ES",1,292,1100030,160,1,292,292,"Regular school","Regular school","www.dcps.dc.gov","202-671-6130","No","Open","Open","27-Jan-12","2020 19th St  NW","","Washington","20009","20009","2020 19th St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N",-77.0441316,38.917389
"","2011-2012",110003000158,"91aec4bb","District of Columbia Public Schools","Patterson ES",1,294,1100030,158,1,294,294,"Regular school","Regular school","www.dcps.dc.gov","202-939-5280","No","Open","Open","27-Jan-12","4399 South Capitol Terr  SW","","Washington","20032","20032","4399 S Capitol Terr  SW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","N","N",-77.0087206,38.8260645
"","2011-2012",110003900257,"936171b1","Paul PCS","Paul JHS PCS",138,170,1100039,257,138,170,170,"Regular school","Regular school","www.paulcharter.org","202-291-7499","Yes","Open","Open","27-Jan-12","5800 8th Street NW","","Washington","20011","20011","5800 8th Street NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N","N","N","N",-77.0246852,38.961474
"","2011-2012",110003000157,"a1fc3299","District of Columbia Public Schools","Payne ES",1,295,1100030,157,1,295,295,"Regular school","Regular school","www.dcps.dc.gov","202-698-3262","No","Open","Open","27-Jan-12","305 15th St  SE","","Washington","20003","20003","305 15th St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9836734,38.8852894
"","2011-2012",110003000156,"5ae6b249","District of Columbia Public Schools","Peabody ES",1,301,1100030,156,1,301,301,"Regular school","Regular school","www.dcps.dc.gov","202-698-3277","No","Open","Open","27-Jan-12","425 C St  NE","","Washington","20002","20002","425 C St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.9998608,38.8930193
"Hyde Leadership name changed to Perry Street Prep PCS on 8/11/11. Matt to update Feds so that Dwight can update SLIMS.","2011-2012",110001100225,"bbcda586","Perry Street Prep PCS","Perry Street Prep PCS",125,161,1100011,225,125,161,161,"Regular school","Regular school","www.pspdc.org","202-529-4400","Yes","Open","Open","27-Jan-12","1800 Perry Street","","Washington","20018","20018","1800 Perry Street","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N",-76.9798304,38.9361698
"","2011-2012",110003000407,"db1c41d2","District of Columbia Public Schools","Phelps Architecture Construction & Engineering HS",1,478,1100030,407,1,478,478,"Magnet School/Vocational Shared Time","Regular school","www.dcps.dc.gov","202-729-4360","No","Open","Open","27-Jan-12","704 26th Street NE","","Washington","20003","20002","704 26th Street NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.970573,38.898148
"","2011-2012",110003000126,"a15b06ae","District of Columbia Public Schools","Plummer ES",1,299,1100030,126,1,299,299,"Regular school","Regular school","www.dcps.dc.gov","202-939-4360","No","Open","Open","27-Jan-12","4601 Texas Ave  SE","","Washington","20019","20019","4601 Texas Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9400741,38.8871189
"","2011-2012",110006000310,"7c6bf1b9","Potomac Lighthouse PCS","Potomac Lighthouse PCS",139,117,1100060,310,139,117,117,"Regular school","Regular school","www.lighthouse-academies.org","(202) 526-6003","Yes","Open","Open","27-Jan-12","1600 Taylor Street NE","","Washington","20017","20017","1600 Taylor Street NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N",-76.982378,38.941135
"","2011-2012",110003000125,"9863efb4","District of Columbia Public Schools","Powell ES Lincoln Hill Cluster",1,300,1100030,125,1,300,300,"Regular school","Regular school","www.dcps.dc.gov","202-671-6270","No","Open","Open","27-Jan-12","1350 Upshur St  NW","","Washington","20011","20011","1350 Upshur St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N",-77.031615,38.941504
"","2011-2012",110003000092,"feb9032c","District of Columbia Public Schools","Prospect LC",1,486,1100030,92,1,486,486,"Regular school","Regular school","www.dcps.dc.gov","202-548-4380","No","Open","Open","27-Jan-12","920 F St  NE","","Washington","20002","20002","920 F St  NE","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.993196,38.897619
"","2011-2012",110003000029,"b0293fd5","District of Columbia Public Schools","Randle Highlands ES",1,316,1100030,29,1,316,316,"Regular school","Regular school","www.dcps.dc.gov","202-729-3250","No","Open","Open","27-Jan-12","1650 30th St  SE","","Washington","20020","20020","1650 30th St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9646743,38.8708531
"","2011-2012",110003000033,"b67a587f","District of Columbia Public Schools","Raymond ES",1,302,1100030,33,1,302,302,"Regular school","Regular school","www.dcps.dc.gov","202-576-6236","No","Open","Open","27-Jan-12","915 Spring Rd  NW","","Washington","20010","20010","915 Spring Rd  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0262323,38.9356796
"This is a DCPS code for specific nonpublic placements and isn't a school","2011-2012",110003000265,"d72ec798","District of Columbia Public Schools","Residential Schools",1,472,1100030,265,1,472,472,"Regular school","Regular school","www.dcps.dc.gov","202-442-4800","No","Open","Open","27-Jan-12","825 N Capitol St","","Washington","20002","20002","825 N  Capitol St","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","Y","N","N",-77.008412,38.900974
"","2011-2012",110008200441,"df85e318","Richard Wright PCS for Journalism and Media Arts","Richard Wright PCS for Journalism and Media Arts",167,3067,1100082,441,167,3067,3067,"Vocational Shared Time","Regular school","www.richardwrightpcs.org","(202) 526-7283","Yes","New","New","27-Jan-12","100 41st Street NE","","Washington","20019","20019","100 41st Street NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N",-76.9445774,38.8908913
"","2011-2012",110003000028,"dff272c9","District of Columbia Public Schools","River Terrace ES",1,304,1100030,28,1,304,304,"Regular school","Regular school","www.dcps.dc.gov","202-724-4589","No","Open","Open","27-Jan-12","420 34th St  NE","","Washington","20019","20019","420 34th St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9575249,38.8954312
"","2011-2012",110003000021,"d554382e","District of Columbia Public Schools","Ronald Brown MS",1,425,1100030,21,1,425,425,"Regular school","Regular school","www.dcps.dc.gov","202-724-4632","No","Open","Open","27-Jan-12","4800 Meade St  NE","","Washington","20019","20019","4800 Meade St  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-76.9329408,38.9061535
